timestamp,wind_speed,anomaly_score,signal_active_power,signal_wind_speed,signal_rotor_speed,signal_main_bearing_temperature,signal_pitch_angle,signal_ambient_temperature
2022-09-23 08:30:00,16.65,2.714965298,0.4046935484,16.65,9.08,50.345,17.6,17.35
2022-09-23 08:40:00,16.6,2.69278574,0.4052290323,16.6,9.09,50.38,18.23,17.31
2022-09-23 08:50:00,15.9,2.499398784,0.4054467742,15.9,9.09,50.4,17.42,17.27
2022-09-23 09:00:00,15.73,2.475192732,0.4046758065,15.73,9.08,50.425,17.37,17.44
2022-09-23 09:10:00,16.15,2.593048823,0.4051419355,16.15,9.1,50.455,17.45,17.51
2022-09-23 09:20:00,15.51,2.427768843,0.4055145161,15.51,9.09,50.485,16.89,17.53
2022-09-23 09:30:00,15.45,2.388814183,0.4183387097,15.45,9.19,50.505,16.64,17.55
2022-09-23 09:40:00,15.62,2.428542149,0.4185064516,15.62,9.19,50.54,16.98,17.52
2022-09-23 09:50:00,16.21,2.580982834,0.418316129,16.21,9.19,50.56,18.04,17.52
2022-09-23 10:00:00,16.34,2.611299921,0.4186806452,16.34,9.18,50.575,17.74,17.51
2022-09-23 10:10:00,15.68,2.441000138,0.4193790323,15.68,9.19,50.605,17.32,17.49
2022-09-23 10:20:00,17.81,3.014587264,0.4191112903,17.81,9.2,50.63,19.37,17.41
2022-09-23 10:30:00,16.6,2.679092797,0.4175693548,16.6,9.18,50.635,17.94,17.44
2022-09-23 10:40:00,15.88,2.483204544,0.418066129,15.88,9.18,50.65,17.72,17.37
2022-09-23 10:50:00,16.0,2.516376717,0.4180822581,16,9.18,50.68,17.47,17.41
2022-09-23 11:00:00,16.92,2.769693361,0.4178290323,16.92,9.19,50.71,18.66,17.46
2022-09-23 11:10:00,15.92,2.514109999,0.4179241935,15.92,9.18,50.73,17.87,17.54
2022-09-23 11:20:00,15.33,2.374139532,0.4178774194,15.33,9.18,50.765,17.17,17.56
2022-09-23 11:30:00,16.41,2.642976405,0.4183709677,16.41,9.19,50.795,17.5,17.57
2022-09-23 11:40:00,16.92,2.780342189,0.417866129,16.92,9.18,50.805,18.12,17.53
2022-09-23 11:50:00,16.89,2.777116928,0.4180177419,16.89,9.18,50.82,17.84,17.57
2022-09-23 12:00:00,16.97,2.797815036,0.4181354839,16.97,9.19,50.83,18.27,17.57
2022-09-23 12:10:00,16.88,2.800483343,0.4180790323,16.88,9.19,50.85,18.19,17.84
2022-09-23 12:20:00,17.02,2.822956987,0.418,17.02,9.18,50.86,18.48,17.68
2022-09-23 12:30:00,17.48,2.969071547,0.4128193548,17.48,9.15,50.87,18.76,17.66
2022-09-23 12:40:00,17.01,2.833869595,0.4120693548,17.01,9.14,50.89,18.44,17.64
2022-09-23 12:50:00,17.66,3.02101006,0.4119112903,17.66,9.14,50.89,19.18,17.64
2022-09-23 13:00:00,18.48,3.246161677,0.4121467742,18.48,9.15,50.89,19.86,17.4
2022-09-23 13:10:00,18.31,3.142438173,0.4125612903,18.31,9.14,50.89,19.79,16.81
2022-09-23 13:20:00,19.08,3.291693289,0.4177774194,19.08,9.17,50.9,20.49,15.78
2022-09-23 13:30:00,18.17,3.072241507,0.4184935484,18.17,9.18,50.91,19.57,16.7
2022-09-23 13:40:00,18.14,3.104867334,0.4185387097,18.14,9.18,50.94,19.71,17.21
2022-09-23 13:50:00,17.87,3.02251189,0.4184064516,17.87,9.18,50.955,19.79,17.22
2022-09-23 14:00:00,17.54,2.922761174,0.4185193548,17.54,9.18,50.97,19.17,17.16
2022-09-23 14:10:00,18.05,3.074011154,0.4183967742,18.05,9.18,50.995,19.5,17.13
2022-09-23 14:20:00,17.3,2.855322039,0.4184645161,17.3,9.18,51.01,19.14,17.18
2022-09-23 14:30:00,16.65,2.676967182,0.4183758065,16.65,9.18,51.03,18.15,17.2
2022-09-23 14:40:00,17.11,2.798352867,0.4187645161,17.11,9.19,51.06,18.73,17.13
2022-09-23 14:50:00,16.91,2.743030138,0.4186112903,16.91,9.18,51.08,18.49,17.13
2022-09-23 15:00:00,16.9,2.74675671,0.4185725806,16.9,9.18,51.115,18.25,17.18
2022-09-23 15:10:00,17.33,2.866717284,0.4183709677,17.33,9.18,51.13,18.7,17.14
2022-09-23 15:20:00,15.84,2.464111465,0.4185822581,15.84,9.19,51.15,16.98,17.19
2022-09-23 15:30:00,16.38,2.617391054,0.4184435484,16.38,9.18,51.17,17.88,17.3
2022-09-23 15:40:00,17.11,2.816119698,0.4183693548,17.11,9.18,51.175,18.27,17.25
2022-09-23 15:50:00,16.23,2.570810945,0.4188322581,16.23,9.19,51.175,17.38,17.24
2022-09-23 16:00:00,16.75,2.702290378,0.4187387097,16.75,9.19,51.185,18.02,17.13
2022-09-23 16:10:00,16.23,2.568989319,0.4182758065,16.23,9.18,51.2,17.6,17.2
2022-09-23 16:20:00,16.7,2.696511505,0.4187967742,16.7,9.19,51.22,18.17,17.21
2022-09-23 16:30:00,16.36,2.613830938,0.4186645161,16.36,9.18,51.225,17.44,17.31
2022-09-23 16:40:00,17.44,2.900463906,0.4188741935,17.44,9.19,51.235,18.64,17.13
2022-09-23 16:50:00,17.05,2.789590574,0.4184403226,17.05,9.18,51.25,18.28,17.13
2022-09-23 17:00:00,15.49,2.313918896,0.4183258065,15.49,9.17,51.26,17,16.49
2022-09-23 17:10:00,15.09,2.238641996,0.4185306452,15.09,9.18,51.28,16.52,16.7
2022-09-23 17:20:00,14.71,2.129743506,0.4186935484,14.71,9.18,51.325,15.68,16.53
2022-09-23 17:30:00,14.55,2.095399443,0.418883871,14.55,9.18,51.355,15.64,16.51
2022-09-23 17:40:00,14.49,2.092268121,0.4188693548,14.49,9.18,51.39,15.41,16.63
2022-09-23 17:50:00,14.46,2.085815411,0.4186709677,14.46,9.18,51.42,14.95,16.69
2022-09-23 18:00:00,15.14,2.263042277,0.4186887097,15.14,9.18,51.44,16.25,16.82
2022-09-23 18:10:00,15.19,2.514715732,0.3285419355,15.19,8.48,51.47,18.39,16.74
2022-09-23 18:20:00,14.68,2.531181685,0.2804322581,14.68,8.08,51.495,17.81,16.53
2022-09-23 18:30:00,16.0,2.902082699,0.2788532258,16,8.05,51.5,19.61,16.15
2022-09-23 18:40:00,14.07,2.316250026,0.2788967742,14.07,8.06,51.505,17.58,15.86
2022-09-23 18:50:00,14.0,2.292537591,0.278566129,14,8.05,51.505,17.2,15.75
2022-09-23 19:00:00,13.71,2.208340982,0.2789225806,13.71,8.06,51.49,16.91,15.7
2022-09-23 19:10:00,14.57,2.443592016,0.2784112903,14.57,8.04,51.485,18.55,15.7
2022-09-23 19:20:00,13.79,2.227202689,0.2787516129,13.79,8.05,51.48,17.4,15.68
2022-09-23 19:30:00,13.28,1.983776235,0.31335,13.28,8.33,51.485,15.7,15.71
2022-09-23 19:40:00,12.91,1.764992436,0.3724129032,12.91,8.83,51.49,14.25,15.56
2022-09-23 19:50:00,12.68,1.716099554,0.3720983871,12.68,8.82,51.505,13.9,15.51
2022-09-23 20:00:00,12.67,1.714630838,0.3720596774,12.67,8.83,51.52,13.66,15.54
2022-09-23 20:10:00,12.2,1.634982246,0.3720241935,12.2,8.83,51.52,13.18,15.43
2022-09-23 20:20:00,12.22,1.646934927,0.3716935484,12.22,8.82,51.525,13.65,15.35
2022-09-23 20:30:00,11.66,1.546982298,0.3722274194,11.66,8.83,51.53,12.05,15.46
2022-09-23 20:40:00,11.52,1.527766077,0.3716177419,11.52,8.82,51.54,12.01,15.36
2022-09-23 20:50:00,11.52,1.498368012,0.3720532258,11.52,8.83,51.555,11.34,15.32
2022-09-23 21:00:00,11.66,1.546996469,0.3722806452,11.66,8.83,51.58,12.15,15.36
2022-09-23 21:10:00,12.26,1.621579974,0.3718725806,12.26,8.82,51.59,13.04,15.24
2022-09-23 21:20:00,11.59,1.512292206,0.3720580645,11.59,8.82,51.62,11.69,15.26
2022-09-23 21:30:00,11.61,1.520299333,0.3723870968,11.61,8.83,51.64,11.6,15.33
2022-09-23 21:40:00,11.53,1.503294869,0.3719274194,11.53,8.82,51.665,11.55,15.22
2022-09-23 21:50:00,11.63,1.573467014,0.3720241935,11.63,8.83,51.695,12.6,15.32
2022-09-23 22:00:00,11.52,1.524482314,0.3719709677,11.52,8.82,51.71,11.75,15.35
2022-09-23 22:10:00,11.76,1.544022759,0.3721016129,11.76,8.82,51.715,12.11,15.2
2022-09-23 22:20:00,10.58,1.441704137,0.3715741935,10.58,8.82,51.73,10.44,15.19
2022-09-23 22:30:00,10.57,1.449005953,0.3720532258,10.57,8.83,51.74,10.33,15.3
2022-09-23 22:40:00,11.49,1.518052613,0.3719693548,11.49,8.82,51.755,11.79,15.21
2022-09-23 22:50:00,11.13,1.49738239,0.3721870968,11.13,8.83,51.775,11.45,15.19
2022-09-23 23:00:00,11.21,1.489121967,0.3725387097,11.21,8.83,51.795,11.12,15.31
2022-09-23 23:10:00,10.83,1.464739482,0.3720516129,10.83,8.83,51.82,10.68,15.26
2022-09-23 23:20:00,10.39,1.422995753,0.3722596774,10.39,8.82,51.855,9.73,15.33
2022-09-23 23:30:00,10.82,1.487941533,0.3721790323,10.82,8.83,51.87,10.88,15.38
2022-09-23 23:40:00,10.06,1.433415227,0.3718048387,10.06,8.82,51.895,9.39,15.39
2022-09-23 23:50:00,10.17,1.421846343,0.3724967742,10.17,8.83,51.92,9.16,15.46
2022-09-24 00:00:00,10.57,1.444855006,0.3722016129,10.57,8.83,51.935,9.89,15.42
2022-09-24 00:10:00,10.81,1.487534231,0.3720612903,10.81,8.82,51.96,10.82,15.42
2022-09-24 00:20:00,11.13,1.491500053,0.3721290323,11.13,8.83,51.975,10.67,15.47
2022-09-24 00:30:00,10.41,1.491238286,0.3723387097,10.41,8.83,51.98,10.3,15.58
2022-09-24 00:40:00,10.81,1.507561196,0.3720516129,10.81,8.83,51.99,10.79,15.59
2022-09-24 00:50:00,10.97,1.507840845,0.3720354839,10.97,8.83,52.01,10.69,15.66
2022-09-24 01:00:00,11.09,1.535635982,0.371866129,11.09,8.83,52.025,11.11,15.7
2022-09-24 01:10:00,10.96,1.528593805,0.3719741935,10.96,8.83,52.045,10.91,15.74
2022-09-24 01:20:00,10.26,1.726374761,0.5529145161,10.26,9.98,52.05,7.04,15.72
2022-09-24 01:30:00,10.63,1.731804073,0.5598822581,10.63,10.05,52.07,7.52,15.71
2022-09-24 01:40:00,10.71,1.715612955,0.5592741935,10.71,10.05,52.11,7.35,15.87
2022-09-24 01:50:00,10.8,1.754242112,0.5594354839,10.8,10.05,52.155,7.94,15.98
2022-09-24 02:00:00,11.59,1.655579525,0.5587870968,11.59,10.04,52.2,8.55,15.96
2022-09-24 02:10:00,10.89,1.737258366,0.5590145161,10.89,10.05,52.24,7.93,15.97
2022-09-24 02:20:00,10.56,1.80717237,0.5591177419,10.56,10.05,52.29,7.89,15.99
2022-09-24 02:30:00,10.52,1.81048682,0.5591258065,10.52,10.05,52.33,7.76,16.04
2022-09-24 02:40:00,10.52,1.732953678,0.5593370968,10.52,10.04,52.375,6.95,16
2022-09-24 02:50:00,9.66,1.784763519,0.5648258065,9.66,10.07,52.42,4.7,16.03
2022-09-24 03:00:00,9.96,1.738781128,0.5733596774,9.96,10.08,52.49,5.14,16.01
2022-09-24 03:10:00,10.06,1.727325611,0.5689016129,10.06,10.08,52.56,5.08,16.13
2022-09-24 03:20:00,11.07,1.672306284,0.5615435484,11.07,10.06,52.63,7.14,16.13
2022-09-24 03:30:00,10.77,1.713181207,0.5615806452,10.77,10.05,52.695,6.91,16.24
2022-09-24 03:40:00,9.89,1.764593568,0.5641290323,9.89,10.07,52.755,4.73,16.36
2022-09-24 03:50:00,10.05,1.771247692,0.5803967742,10.05,10.1,52.805,5.2,16.41
2022-09-24 04:00:00,9.84,1.611886096,0.6621725806,9.84,10.11,52.865,1.8,16.44
2022-09-24 04:10:00,9.61,1.561407788,0.636733871,9.61,10.09,52.935,0.01,16.62
2022-09-24 04:20:00,9.26,1.529721434,0.5534725806,9.26,9.93,53.015,0.01,16.62
2022-09-24 04:30:00,9.19,1.438216946,0.5192516129,9.19,9.7,53.095,0.01,16.74
2022-09-24 04:40:00,8.8,1.40216173,0.4438032258,8.8,9.33,53.165,0.01,16.8
2022-09-24 04:50:00,7.98,1.384174114,0.3110967742,7.98,8.31,53.235,0.01,16.92
2022-09-24 05:00:00,8.0,1.382038036,0.3392596774,8,8.55,53.285,0.02,16.95
2022-09-24 05:10:00,7.24,1.588719455,0.2192774194,7.24,7.42,53.315,0.03,17.09
2022-09-24 05:20:00,6.5,1.685144409,0.1777080645,6.5,7.04,53.315,0.05,17.22
2022-09-24 05:30:00,7.01,1.555088143,0.2261241935,7.01,7.5,53.305,0.01,17.27
2022-09-24 05:40:00,7.96,1.386488519,0.3543467742,7.96,8.57,53.275,0.01,17.28
2022-09-24 05:50:00,8.17,1.38514301,0.3729822581,8.17,8.71,53.265,0.01,17.33
2022-09-24 06:00:00,7.1,1.561898038,0.2287596774,7.1,7.52,53.25,0.01,17.42
2022-09-24 06:10:00,7.28,1.467929969,0.2864451613,7.28,8.07,53.255,0,17.52
2022-09-24 06:20:00,7.53,1.469584436,0.3266693548,7.53,8.46,53.24,0,17.52
2022-09-24 06:30:00,7.74,1.461934582,0.3453903226,7.74,8.6,53.235,0,17.53
2022-09-24 06:40:00,8.16,1.3584267,0.4412048387,8.16,8.85,53.24,0,17.56
2022-09-24 06:50:00,9.85,1.659916137,0.6851612903,9.85,9.98,53.27,0.03,17.4
2022-09-24 07:00:00,8.29,1.531323927,0.4285870968,8.29,9.21,53.29,0.03,17.56
2022-09-24 07:10:00,7.93,1.47412182,0.3558516129,7.93,8.69,53.325,0.03,17.61
2022-09-24 07:20:00,7.78,1.472781747,0.3342822581,7.78,8.47,53.355,0.03,17.76
2022-09-24 07:30:00,7.82,1.479089456,0.3377193548,7.82,8.49,53.385,0.01,17.83
2022-09-24 07:40:00,8.33,1.531945165,0.4280306452,8.33,9.17,53.405,0.01,17.76
2022-09-24 07:50:00,7.75,1.494299973,0.3690967742,7.75,8.73,53.425,0.01,17.68
2022-09-24 08:00:00,7.85,1.449417485,0.3363209677,7.85,8.42,53.455,0.01,17.69
2022-09-24 08:10:00,8.59,1.594757871,0.4515032258,8.59,9.4,53.47,0.01,17.82
2022-09-24 08:20:00,10.13,2.037293712,0.7882693548,10.13,10.04,53.485,0.08,18.04
2022-09-24 08:30:00,11.13,2.836033926,0.9871870968,11.13,10.11,53.525,0.91,17.61
2022-09-24 08:40:00,11.44,2.853869712,0.9964870968,11.44,10.11,53.585,1.75,17.58
2022-09-24 08:50:00,12.17,2.940391771,1.02845,12.17,10.11,53.625,4.58,17.53
2022-09-24 09:00:00,12.57,2.897527408,1.029582258,12.57,10.11,53.675,6.67,17.53
2022-09-24 09:10:00,12.35,2.907718861,1.028922581,12.35,10.11,53.705,6.19,17.57
2022-09-24 09:20:00,12.68,2.921828998,1.028825806,12.68,10.11,53.75,5.85,17.62
2022-09-24 09:30:00,12.72,2.049046623,0.8370048387,12.72,10.11,53.795,9.24,17.64
2022-09-24 09:40:00,12.46,1.976053874,0.80725,12.46,10.11,53.83,9.83,17.59
2022-09-24 09:50:00,12.74,1.961644167,0.8068564516,12.74,10.11,53.86,9.37,17.64
2022-09-24 10:00:00,12.95,1.966460078,0.8071790323,12.95,10.11,53.885,9.76,17.65
2022-09-24 10:10:00,13.46,1.988330387,0.8070467742,13.46,10.11,53.915,10.02,17.74
2022-09-24 10:20:00,13.72,2.009411263,0.8071032258,13.72,10.11,53.945,11.2,17.75
2022-09-24 10:30:00,14.37,2.05473906,0.807416129,14.37,10.11,53.98,11.9,17.73
2022-09-24 10:40:00,14.43,2.072696045,0.8067983871,14.43,10.1,54.02,11.57,17.82
2022-09-24 10:50:00,14.25,2.046631056,0.8075887097,14.25,10.11,54.05,11.66,17.74
2022-09-24 11:00:00,13.11,2.057903519,0.8178532258,13.11,10.1,54.085,10.15,18.08
2022-09-24 11:10:00,13.91,2.16006823,0.8363193548,13.91,10.11,54.13,9.75,18.2
2022-09-24 11:20:00,13.83,2.13328157,0.8369145161,13.83,10.11,54.16,11.13,18.05
2022-09-24 11:30:00,13.97,2.12288664,0.8362645161,13.97,10.11,54.185,11.78,17.91
2022-09-24 11:40:00,13.96,2.119185768,0.8362032258,13.96,10.11,54.225,11.5,17.89
2022-09-24 11:50:00,13.76,2.122459442,0.8360225806,13.76,10.11,54.275,10.4,18.01
2022-09-24 12:00:00,13.25,2.103158494,0.8365016129,13.25,10.11,54.305,10.09,18
2022-09-24 12:10:00,13.64,2.130005012,0.8364322581,13.64,10.11,54.345,10.02,18.1
2022-09-24 12:20:00,14.15,2.158398852,0.8361193548,14.15,10.11,54.37,11.73,18.08
2022-09-24 12:30:00,13.51,2.135174529,0.8331548387,13.51,10.11,54.395,10.53,18.24
2022-09-24 12:40:00,13.45,2.134639881,0.8302419355,13.45,10.11,54.42,10.47,18.31
2022-09-24 12:50:00,14.84,2.245823029,0.8364677419,14.84,10.11,54.44,11.8,18.21
2022-09-24 13:00:00,14.62,2.230252503,0.8364580645,14.62,10.11,54.465,11.68,18.28
2022-09-24 13:10:00,15.4,2.327751848,0.836133871,15.4,10.11,54.475,12.83,18.32
2022-09-24 13:20:00,15.78,2.379240447,0.8365629032,15.78,10.11,54.485,13.71,18.32
2022-09-24 13:30:00,15.65,2.36944026,0.8361532258,15.65,10.11,54.475,13.42,18.39
2022-09-24 13:40:00,15.69,2.380214581,0.8363677419,15.69,10.11,54.47,13.24,18.4
2022-09-24 13:50:00,15.01,2.30979797,0.836733871,15.01,10.11,54.49,11.93,18.52
2022-09-24 14:00:00,15.14,2.311783141,0.8369016129,15.14,10.11,54.505,12.47,18.44
2022-09-24 14:10:00,15.4,2.337335135,0.8372564516,15.4,10.11,54.53,13.1,18.39
2022-09-24 14:20:00,16.43,2.488015105,0.8371112903,16.43,10.11,54.545,14.39,18.29
2022-09-24 14:30:00,15.36,2.32535435,0.836966129,15.36,10.11,54.57,13.32,18.36
2022-09-24 14:40:00,14.97,2.277625758,0.8372370968,14.97,10.11,54.585,12.51,18.34
2022-09-24 14:50:00,15.07,2.284355447,0.8369774194,15.07,10.11,54.6,12.44,18.29
2022-09-24 15:00:00,15.8,2.379717492,0.8373435484,15.8,10.11,54.63,13.77,18.27
2022-09-24 15:10:00,15.68,2.380316181,0.837416129,15.68,10.11,54.655,13.23,18.37
2022-09-24 15:20:00,14.62,2.256940865,0.8372387097,14.62,10.11,54.685,11.54,18.43
2022-09-24 15:30:00,14.38,2.233467274,0.8369774194,14.38,10.11,54.71,11.22,18.43
2022-09-24 15:40:00,14.13,2.224285436,0.8369612903,14.13,10.11,54.725,11.01,18.52
2022-09-24 15:50:00,14.81,2.284842536,0.8373241935,14.81,10.11,54.75,11.86,18.48
2022-09-24 16:00:00,14.88,2.288497941,0.8367967742,14.88,10.11,54.765,12.18,18.47
2022-09-24 16:10:00,14.58,2.260827357,0.8372548387,14.58,10.11,54.785,11.57,18.48
2022-09-24 16:20:00,14.64,2.26461209,0.8370096774,14.64,10.11,54.81,11.27,18.44
2022-09-24 16:30:00,14.47,2.229393478,0.8372370968,14.47,10.11,54.835,12.32,18.34
2022-09-24 16:40:00,15.05,2.289821975,0.8370193548,15.05,10.11,54.865,12.93,18.34
2022-09-24 16:50:00,14.72,2.261931264,0.8368387097,14.72,10.11,54.895,11.19,18.33
2022-09-24 17:00:00,14.33,2.220405313,0.8370370968,14.33,10.11,54.92,11.06,18.33
2022-09-24 17:10:00,13.22,2.213722811,0.8533322581,13.22,10.11,54.94,9.07,18.41
2022-09-24 17:20:00,13.47,2.277388763,0.8685596774,13.47,10.11,54.965,10.09,18.47
2022-09-24 17:30:00,14.06,2.276422785,0.8625806452,14.06,10.11,54.975,10.28,18.34
2022-09-24 17:40:00,13.02,2.165494356,0.8370903226,13.02,10.11,55.005,8.97,18.45
2022-09-24 17:50:00,13.08,2.154310703,0.8371435484,13.08,10.11,55.03,9.01,18.35
2022-09-24 18:00:00,12.97,2.144405532,0.8370096774,12.97,10.11,55.065,8.84,18.29
2022-09-24 18:10:00,12.64,2.144713565,0.8372709677,12.64,10.11,55.095,7.62,18.33
2022-09-24 18:20:00,13.38,2.158287416,0.8370774194,13.38,10.11,55.12,10.07,18.28
