case_id,farm_id,turbine_id,label,start_timestamp,end_timestamp,n_records,sampling_interval_check,source_file
92,Wind Farm A,11,normal,2022-04-04 02:30:00,2023-04-16 10:00:00,54067,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm A\datasets\92.csv
19,Wind Farm B,11,anomaly,2022-02-02 00:00:00,2023-02-28 00:00:00,56274,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\19.csv
2,Wind Farm B,13,normal,2022-08-08 19:20:00,2023-08-24 04:20:00,54774,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\2.csv
21,Wind Farm B,0,normal,2022-09-22 20:10:00,2023-10-01 20:10:00,53514,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\21.csv
23,Wind Farm B,6,normal,2022-09-17 17:30:00,2023-10-01 11:50:00,54542,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\23.csv
27,Wind Farm B,7,anomaly,2022-08-30 00:00:00,2023-11-07 00:00:00,62268,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\27.csv
34,Wind Farm B,14,anomaly,2022-08-24 00:00:00,2023-09-21 00:00:00,56564,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\34.csv
52,Wind Farm B,14,normal,2022-07-13 00:00:00,2023-08-01 00:00:00,55268,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\52.csv
53,Wind Farm B,6,anomaly,2022-12-26 16:40:00,2024-02-06 16:30:00,58607,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\53.csv
7,Wind Farm B,13,anomaly,2022-06-30 00:00:00,2023-08-06 00:00:00,57888,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\7.csv
74,Wind Farm B,11,normal,2022-01-01 23:00:00,2023-01-23 07:00:00,55602,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\74.csv
77,Wind Farm B,12,anomaly,2022-05-29 00:00:00,2023-08-01 00:00:00,61776,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\77.csv
82,Wind Farm B,5,normal,2022-09-23 23:00:00,2023-10-10 23:00:00,54992,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\82.csv
83,Wind Farm B,2,normal,2022-06-29 00:00:00,2023-10-05 00:00:00,66154,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\83.csv
86,Wind Farm B,12,normal,2022-04-27 17:30:00,2023-05-18 01:10:00,55486,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\86.csv
87,Wind Farm B,7,normal,2022-09-13 23:00:00,2023-10-04 23:00:00,55356,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm B\datasets\87.csv
1,Wind Farm C,53,normal,2022-10-01 00:00:00,2023-10-16 00:00:00,53569,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\1.csv
11,Wind Farm C,43,anomaly,2022-10-17 12:30:00,2023-11-14 10:30:00,56437,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\11.csv
12,Wind Farm C,2,anomaly,2022-06-27 00:00:00,2023-07-21 15:00:00,56107,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\12.csv
15,Wind Farm C,12,anomaly,2022-02-04 00:00:00,2023-02-23 00:00:00,54433,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\15.csv
16,Wind Farm C,53,anomaly,2022-12-23 00:00:00,2024-01-07 23:50:00,53568,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\16.csv
18,Wind Farm C,34,anomaly,2022-09-11 00:00:00,2023-09-22 23:50:00,52848,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\18.csv
20,Wind Farm C,53,normal,2022-07-12 01:10:00,2023-07-30 01:10:00,54001,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\20.csv
28,Wind Farm C,52,anomaly,2022-05-27 13:00:00,2023-06-19 20:30:00,55918,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\28.csv
29,Wind Farm C,13,normal,2022-03-08 02:00:00,2023-03-24 02:00:00,54865,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\29.csv
30,Wind Farm C,16,anomaly,2022-12-15 00:00:00,2024-01-08 15:40:00,56111,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\30.csv
31,Wind Farm C,35,anomaly,2022-01-16 00:00:00,2023-01-30 02:00:00,54589,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\31.csv
32,Wind Farm C,42,normal,2022-09-29 05:20:00,2023-10-16 05:20:00,55009,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\32.csv
33,Wind Farm C,43,anomaly,2022-08-24 13:00:00,2023-09-16 13:00:00,55873,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\33.csv
35,Wind Farm C,53,anomaly,2022-09-22 00:00:00,2023-09-30 09:00:00,52615,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\35.csv
36,Wind Farm C,2,normal,2022-08-15 19:50:00,2023-09-05 21:00:00,55448,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\36.csv
37,Wind Farm C,23,normal,2022-02-26 18:00:00,2023-03-15 18:00:00,53713,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\37.csv
39,Wind Farm C,52,anomaly,2022-10-17 13:00:00,2023-10-25 15:20:00,53727,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\39.csv
4,Wind Farm C,34,anomaly,2022-07-28 10:00:00,2023-08-24 10:00:00,56449,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\4.csv
41,Wind Farm C,33,normal,2022-01-15 05:00:00,2023-02-13 18:30:00,55666,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\41.csv
43,Wind Farm C,52,normal,2022-08-14 03:10:00,2023-09-01 03:10:00,55153,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\43.csv
44,Wind Farm C,44,anomaly,2022-08-02 14:00:00,2023-10-14 02:20:00,63003,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\44.csv
46,Wind Farm C,16,normal,2022-05-11 06:50:00,2023-05-29 03:30:00,55133,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\46.csv
47,Wind Farm C,21,anomaly,2022-12-22 15:00:00,2024-01-02 13:40:00,53993,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\47.csv
48,Wind Farm C,35,normal,2022-04-23 12:00:00,2023-05-12 12:00:00,55297,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\48.csv
49,Wind Farm C,33,anomaly,2022-03-29 00:00:00,2023-04-09 03:30:00,53014,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\49.csv
5,Wind Farm C,32,anomaly,2022-02-01 00:00:00,2023-02-05 15:00:00,52795,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\5.csv
50,Wind Farm C,12,normal,2022-11-02 00:00:00,2023-11-26 00:00:00,55153,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\50.csv
54,Wind Farm C,52,normal,2022-01-31 09:20:00,2023-02-21 09:20:00,55585,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\54.csv
55,Wind Farm C,50,anomaly,2022-10-27 11:30:00,2023-11-18 15:30:00,55753,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\55.csv
56,Wind Farm C,34,normal,2022-07-28 05:50:00,2023-08-13 04:20:00,53416,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\56.csv
57,Wind Farm C,55,normal,2022-04-26 05:40:00,2023-05-13 05:40:00,55009,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\57.csv
58,Wind Farm C,35,normal,2022-10-12 08:40:00,2023-10-25 08:40:00,54433,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\58.csv
59,Wind Farm C,32,normal,2022-02-16 00:00:00,2023-03-07 00:00:00,54865,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\59.csv
6,Wind Farm C,38,normal,2022-12-01 22:50:00,2023-12-17 22:50:00,54865,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\6.csv
60,Wind Farm C,53,normal,2022-02-14 05:30:00,2023-03-03 05:30:00,54433,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\60.csv
61,Wind Farm C,43,normal,2022-05-05 00:00:00,2023-05-26 00:00:00,55585,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\61.csv
62,Wind Farm C,21,normal,2022-11-06 11:00:00,2023-11-13 14:50:00,53448,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\62.csv
63,Wind Farm C,56,normal,2022-07-05 23:10:00,2023-07-21 23:10:00,54865,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\63.csv
64,Wind Farm C,15,normal,2022-09-23 00:30:00,2023-10-06 00:30:00,54433,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\64.csv
65,Wind Farm C,16,normal,2022-11-02 04:20:00,2023-11-25 11:50:00,55918,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\65.csv
66,Wind Farm C,12,anomaly,2022-01-17 00:00:00,2023-01-29 13:00:00,53503,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\66.csv
67,Wind Farm C,35,anomaly,2022-02-01 00:00:00,2023-04-04 00:00:00,61489,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\67.csv
70,Wind Farm C,23,anomaly,2022-11-10 14:00:00,2023-12-04 17:30:00,56038,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\70.csv
75,Wind Farm C,44,normal,2022-05-01 11:10:00,2023-05-26 11:10:00,56161,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\75.csv
76,Wind Farm C,53,anomaly,2022-01-06 00:00:00,2023-01-11 16:50:00,52086,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\76.csv
78,Wind Farm C,15,anomaly,2022-07-30 13:00:00,2023-08-03 14:30:00,53146,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\78.csv
79,Wind Farm C,16,anomaly,2022-07-25 09:00:00,2023-07-30 09:00:00,53281,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\79.csv
8,Wind Farm C,50,normal,2022-08-23 17:00:00,2023-09-08 06:30:00,54802,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\8.csv
80,Wind Farm C,23,normal,2022-10-07 02:10:00,2023-10-23 10:10:00,54913,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\80.csv
81,Wind Farm C,38,anomaly,2022-11-15 01:30:00,2023-11-24 14:00:00,53932,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\81.csv
85,Wind Farm C,14,normal,2022-01-12 13:10:00,2023-01-23 13:10:00,52417,unchecked_format_unknown,D:\Dropbox\Project_Academic\Paper&Patent\01.國際期刊(發表年月)\Submitted\12.Physics-Informed(Gemini)\Experiments\agentskill_care_v6\CARE_To_Compare\Wind Farm C\datasets\85.csv
